R_fighter,B_fighter,Merged,Merged2,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Gray Maynard,Ross Pearson,Gray Maynard Ross Pearson 8/16/2014,Ross Pearson Gray Maynard 8/16/2014,150,-160,150,62.5,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Lightweight,MALE,3,2,0,0,46.16666667,0.428333333,0,0.833333333,0.416666667,3,5,30,1,0,0,4,2,0,1,7,Orthodox,172.72,175.26,155,2,0,0,27.57142857,0.367857143,0.642857143,2.285714286,0.465714286,8,5,40,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,35,29,0,0,-5,-2,0,-10,-1,2,0,-2.54,-2.54,6,18.5952381,-0.642857143,-1.452380953,0,1,,12,,,,,,,,,12,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2,1:35,395,230,230,1200,1700,675,175
Tim Boetsch,Brad Tavares,Tim Boetsch Brad Tavares 8/16/2014,Brad Tavares Tim Boetsch 8/16/2014,285,-315,285,31.74603175,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Middleweight,MALE,3,1,0,0,43,0.426666667,0,1.444444444,0.226666667,5,2,25,0,0,1,5,1,0,0,7,Orthodox,185.42,187.96,185,1,0,0,29.85714286,0.511428571,0.785714286,1.285714286,0.195714286,4,6,34,0,0,2,3,3,0,0,8,Orthodox,182.88,187.96,185,33,26,0,0,1,-1,4,-9,0,-2,0,2.54,0,7,13.14285714,-0.785714286,0.158730158,0,1,,14,,,,,,,14,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,2,3:18,498,300,-124,1850,1480,950,365
Seth Baczynski,Alan Jouban,Seth Baczynski Alan Jouban 8/16/2014,Alan Jouban Seth Baczynski 8/16/2014,-155,145,64.51612903,145,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,170,1,0,0,31.66666667,0.331111111,0.555555556,0.555555556,0.074444444,4,4,21,0,0,1,1,1,2,0,5,Orthodox,190.5,187.96,170,32,32,1,0,-4,-5,4,-21,0,-1,-2,-7.62,-2.54,0,-31.66666667,-0.555555556,-0.555555556,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,4:23,263,155,279,540,1485,565,425
Shawn Jordan,Jack May,Shawn Jordan Jack May 8/16/2014,Jack May Shawn Jordan 8/16/2014,-200,185,50,185,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Heavyweight,MALE,3,1,0,0,5,0.83,0,1,0.33,0,1,1,0,0,0,0,0,0,0,0,Switch,203.2,200.66,255,2,0,0,24.66666667,0.46,0,0.333333333,0.166666667,2,3,10,0,0,0,0,3,0,0,3,Southpaw,182.88,190.5,260,29,33,1,0,-2,-3,2,-9,0,-3,0,20.32,10.16,-4,-19.66666667,0,0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3,2:03,723,525,1065,800,1275,-130,250
Thiago Tavares,Robert Peralta,Thiago Tavares Robert Peralta 8/16/2014,Robert Peralta Thiago Tavares 8/16/2014,-135,125,74.07407407,125,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Featherweight,MALE,3,0,2,0,46.33333333,0.456666667,0,0.666666667,0.5,2,2,16,0,0,1,1,2,0,0,4,Orthodox,172.72,180.34,145,0,1,0,19.14285714,0.430714286,1,2.285714286,0.478571429,2,6,32,0,0,0,4,1,3,0,8,Orthodox,170.18,172.72,145,29,28,0,1,0,-4,4,-16,0,1,-3,2.54,7.62,1,27.19047619,-1,-1.619047619,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:27,267,-124,624,1480,2320,365,205
Jussier Formiga,Zach Makovsky,Jussier Formiga Zach Makovsky 8/16/2014,Zach Makovsky Jussier Formiga 8/16/2014,290,-320,290,31.25,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Flyweight,MALE,3,0,2,0,30,0.415,0.5,5.5,0.53,2,0,6,0,0,0,2,0,0,0,2,Southpaw,162.56,162.56,125,0,1,0,8.5,0.335,0.25,1.25,0.1875,1,2,7,0,0,0,1,0,1,0,2,Orthodox,165.1,170.18,125,29,31,0,1,1,0,2,-1,0,0,-1,-2.54,-7.62,-2,21.5,0.25,4.25,0,1,9,6,,,,,,,,,,,,6,,,,,,,,,,,,,9,,Red,U-DEC,,3,5:00,900,541,-130,550,1225,2225,300
Sara McMann,Lauren Murphy,Sara McMann Lauren Murphy 8/16/2014,Lauren Murphy Sara McMann 8/16/2014,-570,480,17.54385965,480,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,125,1,0,0,10.5,0.765,0,1,0.5,1,1,2,1,0,0,0,1,0,0,1,Orthodox,167.64,167.64,135,33,31,1,0,-1,-1,1,-2,-1,-1,0,2.54,2.54,2,-10.5,0,-1,0,1,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,Red,S-DEC,,3,5:00,900,-155,855,562,2040,475,900
Tom Watson,Sam Alvey,Tom Watson Sam Alvey 8/16/2014,Sam Alvey Tom Watson 8/16/2014,-125,115,80,115,8/16/2014,"Bangor, Maine, USA", USA,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,205,2,0,0,51,0.4675,0,0,0,1,3,11,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,185,32,28,2,0,-1,-1,3,-11,0,-1,0,2.54,5.08,4,-51,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,181,209,1035,874,460,560
Nolan Ticman,Frankie Saenz,Nolan Ticman Frankie Saenz 8/16/2014,Frankie Saenz Nolan Ticman 8/16/2014,110,-120,110,83.33333333,8/16/2014,"Bangor, Maine, USA", USA,Blue,FALSE,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,167.64,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,26,34,0,0,0,0,0,0,0,0,0,0,-7.62,-8,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,256,175,670,810,450,445
Robbie Lawler,Matt Brown,Robbie Lawler Matt Brown 7/26/2014,Matt Brown Robbie Lawler 7/26/2014,-325,295,30.76923077,295,7/26/2014,"San Jose, California, USA", USA,Red,FALSE,Welterweight,MALE,5,0,7,0,34.94117647,0.588235294,1.294117647,1.176470588,0.438823529,7,5,37,0,0,0,2,9,1,0,12,Orthodox,182.88,190.5,170,0,1,0,38.33333333,0.448333333,0,1.166666667,0.458333333,3,4,28,1,0,1,2,5,0,0,8,Southpaw,180.34,187.96,170,32,33,0,6,4,4,-1,9,-1,4,1,2.54,2.54,-1,-3.39215686,1.294117647,0.009803921,0,1,5,1,,,,,,,,1,,,,,,,,,,,,,5,,,,,,Red,U-DEC,,5,5:00,1500,500,875,1850,1500,-175,550
Anthony Johnson,Rogerio Nogueira,Anthony Johnson Rogerio Nogueira 7/26/2014,Rogerio Nogueira Anthony Johnson 7/26/2014,-660,540,15.15151515,540,7/26/2014,"San Jose, California, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,2,0,27.83333333,0.343333333,0.166666667,0.166666667,0.166666667,2,2,14,0,0,1,1,2,0,0,4,Southpaw,187.96,190.5,205,0,1,0,21.5,0.468333333,0.416666667,1.25,0.281666667,3,4,22,0,0,0,2,6,0,0,8,Orthodox,187.96,198.12,205,30,38,0,1,-1,-4,2,-8,0,-4,0,0,-7.62,-8,6.33333333,-0.25,-1.083333333,0,1,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,0:44,44,191,615,2625,1500,-130,1400
Clay Guida,Dennis Bermudez,Clay Guida Dennis Bermudez 7/26/2014,Dennis Bermudez Clay Guida 7/26/2014,155,-175,155,57.14285714,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,6,0,53.42857143,0.431428571,1.428571429,3.714285714,0.545714286,6,1,17,1,0,2,2,1,1,0,6,Orthodox,167.64,167.64,155,0,1,0,28.47368421,0.344736842,0.684210526,2.842105263,0.374736842,4,8,53,0,0,3,3,1,4,0,11,Orthodox,170.18,177.8,155,32,27,0,5,2,-5,7,-36,1,0,-3,-2.54,-10.16,5,24.95488722,0.744360903,0.872180451,0,1,12,7,,,,,,,,,,7,,,,,,,,,,,,,12,,,,Red,SUB,Rear Naked Choke,2,2:57,477,185,130,850,1000,1800,500
Josh Thomson,Bobby Green,Josh Thomson Bobby Green 7/26/2014,Bobby Green Josh Thomson 7/26/2014,-380,340,26.31578947,340,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,3,0,51.33333333,0.513333333,0.333333333,1.333333333,0.5,3,0,7,0,0,0,1,1,1,0,3,Orthodox,177.8,180.34,155,1,0,0,23.8,0.52,0,2,0.736,2,2,12,0,1,0,0,2,0,0,3,Orthodox,177.8,180.34,155,35,27,1,3,1,0,2,-5,0,-1,1,0,0,8,27.53333333,0.333333333,-0.666666667,0,1,13,3,,,,,,,,,3,,,,,,,,,,,,,13,,,,,Red,S-DEC,,3,5:00,900,130,492,320,1950,655,825
Daron Cruickshank,Jorge Masvidal,Daron Cruickshank Jorge Masvidal 7/26/2014,Jorge Masvidal Daron Cruickshank 7/26/2014,215,-235,215,42.55319149,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,45.25,0.53,0.5,2,0.5625,2,1,11,0,0,0,2,0,1,0,3,Orthodox,180.34,187.96,170,0,2,0,34.57142857,0.421428571,0.142857143,0.714285714,0.257142857,2,2,16,0,0,1,1,3,0,0,5,Switch,172.72,182.88,155,29,29,0,-1,0,-2,1,-5,0,-3,1,7.62,5.08,0,10.67857143,0.357142857,1.285714286,0,1,14,,,,,,,,,,,,,,,,,,,,,,,14,,,,,Blue,U-DEC,,3,5:00,900,380,150,2500,405,601,400
Kyle Kingsbury,Patrick Cummins,Kyle Kingsbury Patrick Cummins 7/26/2014,Patrick Cummins Kyle Kingsbury 7/26/2014,205,-225,205,44.44444444,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Light Heavyweight,MALE,3,0,1,0,20,0.47,0.5,1.5,0.3,1,1,3,0,0,0,0,1,0,0,1,Orthodox,187.96,193.04,205,3,0,0,35.25,0.46375,0,2.25,0.2025,4,4,19,0,0,1,2,1,0,0,4,Orthodox,193.04,193.04,205,32,33,3,1,-3,-3,3,-16,0,0,0,-5.08,0,-1,-15.25,0.5,-0.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,569,175,1500,540,300,300
Hernani Perpetuo,Tim Means,Hernani Perpetuo Tim Means 7/26/2014,Tim Means Hernani Perpetuo 7/26/2014,167,-179,167,55.86592179,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Welterweight,MALE,3,3,0,0,44,0.452,0.2,0.6,0.15,2,3,13,0,0,0,1,1,0,0,2,Orthodox,187.96,190.5,170,1,0,0,21,0.22,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,29,30,-2,0,2,2,-2,10,0,1,0,5.08,2.54,-1,23,-0.8,0.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,300,220,850,1180,900,160
Akbarh Arreola,Tiago Trator,Akbarh Arreola Tiago Trator 7/26/2014,Tiago Trator Akbarh Arreola 7/26/2014,275,-305,275,32.78688525,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,180.34,155,31,27,0,0,0,0,0,0,0,0,0,-2.54,-2.54,4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,380,,585,,1880,
Andreas Stahl,Gilbert Burns,Andreas Stahl Gilbert Burns 7/26/2014,Gilbert Burns Andreas Stahl 7/26/2014,135,-145,135,68.96551724,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,155,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,26,28,0,0,0,0,0,0,0,0,0,-2.54,-5.08,-2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,290,456,1270,165,440,769
Juliana Lima,Joanna Jedrzejczyk,Juliana Lima Joanna Jedrzejczyk 7/26/2014,Joanna Jedrzejczyk Juliana Lima 7/26/2014,285,-315,285,31.74603175,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,165.1,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,115,32,26,0,0,0,0,0,0,0,0,0,2.54,0,6,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,394,-101,1300,2250,1720,245
Steven Siler,Noad Lahat,Steven Siler Noad Lahat 7/26/2014,Noad Lahat Steven Siler 7/26/2014,-210,190,47.61904762,190,7/26/2014,"San Jose, California, USA", USA,Blue,FALSE,Featherweight,MALE,3,1,0,0,11,0.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,2,0,0,33.75,0.44625,1.25,0.375,0.0925,3,3,18,0,0,0,3,1,1,0,5,Orthodox,180.34,177.8,145,27,30,1,0,-3,-5,2,-17,0,-1,-1,-5.08,-2.54,-3,-22.75,-1.25,-0.375,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,156,325,688,670,360,1005
Conor McGregor,Diego Brandao,Conor McGregor Diego Brandao 7/19/2014,Diego Brandao Conor McGregor 7/19/2014,-690,560,14.49275362,560,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Featherweight,MALE,5,1,0,0,23.66666667,0.448333333,0.333333333,2.166666667,0.508333333,3,2,12,1,0,0,2,0,2,0,4,Orthodox,170.18,172.72,145,0,2,0,37,0.47,0,2,0.4,2,0,4,0,0,0,1,1,0,0,2,Southpaw,175.26,187.96,155,26,27,-1,-2,1,2,-2,8,1,-1,2,-5.08,-15.24,-1,-13.33333333,0.333333333,0.166666667,0,1,,13,,,,,,,,,,13,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,4:05,245,400,825,1100,650,-170,1000
Gunnar Nelson,Zak Cummings,Gunnar Nelson Zak Cummings 7/19/2014,Zak Cummings Gunnar Nelson 7/19/2014,-840,660,11.9047619,660,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Welterweight,MALE,3,0,2,0,16.5,0.39,1,2.5,0.83,2,0,4,0,0,0,1,0,1,0,2,Southpaw,182.88,190.5,185,0,3,0,22.33333333,0.74,1,1.333333333,0.833333333,3,0,5,0,0,0,1,0,2,0,3,Switch,180.34,182.88,170,25,29,0,-1,-1,-1,0,-1,0,0,-1,2.54,7.62,-4,-5.83333333,0,1.166666667,0,1,,13,,,,,,,,13,,,,,,,,,,,,,,,,,,,Red,SUB,Rear Naked Choke,2,4:48,588,220,805,,,,
Brad Pickett,Ian McCall,Brad Pickett Ian McCall 7/19/2014,Ian McCall Brad Pickett 7/19/2014,149,-159,149,62.89308176,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Flyweight,MALE,3,0,1,0,62.5,0.4,0,1.75,0.245,1,3,12,0,0,0,1,0,0,0,1,Orthodox,165.1,162.56,125,0,1,0,37.28571429,0.311428571,0.285714286,1.857142857,0.41,2,3,15,0,0,1,1,1,1,0,4,Orthodox,167.64,172.72,135,35,30,0,0,-1,-3,0,-3,0,-1,-1,-2.54,-10.16,5,25.21428571,-0.285714286,-0.107142857,0,1,3,10,,,,,,,,,,,,10,,,,,,,,,,,,,3,,Blue,U-DEC,,3,5:00,900,220,125,,,,
Norman Parke,Naoyuki Kotani,Norman Parke Naoyuki Kotani 7/19/2014,Naoyuki Kotani Norman Parke 7/19/2014,-460,410,21.73913043,410,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Lightweight,MALE,3,2,0,0,10.5,0.35,1.5,0.5,0.25,0,2,5,0,0,0,0,0,0,0,0,Southpaw,172.72,167.64,155,1,0,0,57,0.39,0,2.25,0.4525,3,1,12,1,0,0,3,0,0,0,3,Southpaw,180.34,177.8,155,27,32,-1,0,-3,-3,-1,-7,-1,0,0,-7.62,-10.16,-5,-46.5,1.5,-1.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,3:41,521,-120,677,,,,
Ilir Latifi,Chris Dempsey,Ilir Latifi Chris Dempsey 7/19/2014,Chris Dempsey Ilir Latifi 7/19/2014,-295,265,33.89830508,265,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Light Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,185,0,1,0,9,0.08,1,1,0.665,1,1,4,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,205,30,26,0,-1,-1,-1,1,-4,0,0,-1,0,-2.54,4,-9,-1,-1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,2:07,127,200,425,,,,
Neil Seery,Phil Harris,Neil Seery Phil Harris 7/19/2014,Phil Harris Neil Seery 7/19/2014,-155,145,64.51612903,145,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Flyweight,MALE,3,2,0,0,15,0.375,0,0.75,0.415,1,3,7,0,0,0,1,0,0,0,1,Orthodox,162.56,162.56,125,1,0,0,47,0.41,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,34,30,-1,0,1,1,-2,4,0,0,0,0,0,4,-32,0,0.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,253,175,,,,
Cathal Pendred,Mike King,Cathal Pendred Mike King 7/19/2014,Mike King Cathal Pendred 7/19/2014,-130,120,76.92307692,120,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,190.5,170,26,30,0,0,0,0,0,0,0,0,0,5.08,0,-4,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,3:33,513,140,257,,,,
Tor Troeng,Trevor Smith,Tor Troeng Trevor Smith 7/19/2014,Trevor Smith Tor Troeng 7/19/2014,-155,145,64.51612903,145,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Middleweight,MALE,3,1,0,0,49,0.52,0.666666667,0.666666667,0.106666667,1,2,7,0,0,1,0,0,0,0,1,Orthodox,190.5,190.5,185,1,0,0,7.5,0.53,0.5,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,Orthodox,187.96,195.58,185,31,33,0,0,0,0,-1,3,0,0,-1,2.54,-5.08,-2,41.5,0.166666667,0.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,401,355,,1170,,485
Cody Donovan,Nikita Krylov,Cody Donovan Nikita Krylov 7/19/2014,Nikita Krylov Cody Donovan 7/19/2014,115,-125,115,80,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Blue,FALSE,Light Heavyweight,MALE,3,1,0,0,19,0.53,0.666666667,0,0,1,2,5,0,0,0,0,1,0,0,1,Orthodox,190.5,195.58,205,2,0,0,26.66666667,0.64,0,0.333333333,0.333333333,1,2,4,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,205,33,22,1,0,0,0,0,1,0,0,0,0,7.62,11,-7.66666667,0.666666667,-0.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,4:57,297,890,723,,,,
Paddy Holohan,Joshua Sampo,Paddy Holohan Joshua Sampo 7/19/2014,Joshua Sampo Paddy Holohan 7/19/2014,225,-245,225,40.81632653,7/19/2014,"Dublin, Leinster, Ireland", Ireland,Red,FALSE,Flyweight,MALE,3,1,0,0,23.5,0.355,2.5,1,0.5,1,1,5,0,0,0,0,0,1,0,1,Orthodox,162.56,162.56,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,175.26,125,26,29,-1,0,1,1,-1,5,0,0,1,-15.24,-12.7,-3,23.5,2.5,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,350,130,,,,
Donald Cerrone,Jim Miller,Donald Cerrone Jim Miller 7/16/2014,Jim Miller Donald Cerrone 7/16/2014,-240,220,41.66666667,220,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,5,0,2,0,26,0.334705882,1.823529412,1.352941176,0.492352941,7,4,39,0,0,0,5,2,6,0,13,Southpaw,172.72,180.34,155,0,3,0,40.76923077,0.475384615,0.384615385,0.846153846,0.319230769,4,3,25,0,0,0,3,3,4,0,10,Orthodox,185.42,185.42,155,31,30,0,-1,3,3,-1,14,0,-1,2,-12.7,-5.08,1,-14.76923077,1.438914027,0.50678733,0,1,7,6,,,,,,,,,6,,,,,,,,,,,,,7,,,,,Red,KO/TKO,Kick,2,3:31,511,265,685,280,500,289,700
Edson Barboza,Evan Dunham,Edson Barboza Evan Dunham 7/16/2014,Evan Dunham Edson Barboza 7/16/2014,-320,260,31.25,260,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Lightweight,MALE,3,2,0,0,58.41666667,0.373333333,1,1.333333333,0.35,4,5,30,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,1,0,0,38.66666667,0.463333333,0.111111111,0.444444444,0.222222222,4,2,20,0,1,1,1,4,0,0,7,Orthodox,180.34,190.5,155,28,32,-1,0,0,0,-3,10,0,-2,1,-2.54,-12.7,-4,19.75,0.888888889,0.888888889,0,1,,13,,,,,,,,,13,,,,,,,,,,,,,,,,,,Red,KO/TKO,Kick,1,3:06,186,175,523,589,1200,180,665
Rick Story,Leonardo Mafra,Rick Story Leonardo Mafra 7/16/2014,Leonardo Mafra Rick Story 7/16/2014,-300,270,33.33333333,270,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Welterweight,MALE,3,1,0,0,33,0.4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,1,0,0,42.26666667,0.402,0.866666667,2.333333333,0.564666667,6,6,39,0,0,2,4,2,1,0,9,Southpaw,175.26,180.34,170,29,25,0,0,-6,-9,5,-36,0,-2,-1,2.54,-2.54,4,-9.26666667,0.133333333,-2.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2,2:12,432,155,549,600,1378,160,550
Justin Salas,Joe Proctor,Justin Salas Joe Proctor 7/16/2014,Joe Proctor Justin Salas 7/16/2014,-135,125,74.07407407,125,7/16/2014,"Atlantic City, New Jersey, USA", USA,Blue,FALSE,Lightweight,MALE,3,0,1,0,32.66666667,0.343333333,1.666666667,0,0,1,1,7,0,0,0,1,1,0,0,2,Orthodox,177.8,182.88,155,0,1,0,26.6,0.488,0,1.4,0.118,1,2,9,0,0,1,1,1,0,0,3,Southpaw,172.72,177.8,155,32,28,0,0,0,-1,1,-2,0,0,0,5.08,5.08,4,6.06666667,1.666666667,-1.4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,3:27,507,170,290,1095,485,370,718
John Lineker,Alptekin Ozkilic,John Lineker Alptekin Ozkilic 7/16/2014,Alptekin Ozkilic John Lineker 7/16/2014,-345,315,28.98550725,315,7/16/2014,"Atlantic City, New Jersey, USA", USA,Red,FALSE,Flyweight,MALE,3,1,0,0,43.5,0.27,0,6,0.82,1,1,6,0,0,1,0,0,0,0,1,Orthodox,165.1,165.1,125,1,0,0,48.16666667,0.426666667,0.333333333,0.333333333,0.166666667,4,2,13,0,0,0,1,3,0,0,4,Orthodox,160.02,170.18,135,24,28,0,0,-3,-3,1,-7,0,-3,0,5.08,-5.08,-4,-4.66666667,-0.333333333,5.666666667,0,1,,7,,,,,,,,,,,,7,,,,,,,,,,,,,,,Red,KO/TKO,Punch,3,4:51,891,140,433,1422,1120,100,905
